SKN,Name,Lat_DD,Lon_DD,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,NorthingY,EastingX,ElevFT,ElevM,Observer,MinYear,MaxYear,StationStatus,DataSources
195.1,Koiawe,20.05721609,-155.634998,20,3,26,155,38,6,2221360.978,852025.274,3200,976,DOWALD,1964,1978,Discontinued,State
198,Muliwai,20.13193441,-155.6138861,20,7,55,155,36,50,2229685.228,854067.53,1290,393,STATE DIV FTRY,1931,1936,Discontinued,State
201,Puu Kapu Res 3,20.03693958,-155.5988871,20,2,13,155,35,56,2219190.778,855852.143,2820,860,HAWN IRRIG,1921,1949,Discontinued,"NCDC, State/NCDC"
201.3,Kamuela 1*,20.04,-155.61,20,2,24,155,36,36,2219506.244,854681.49,2880,878,Hydronet,1991,Present,Current,Hydronet
202.1,Field 114,20.09693675,-155.5705539,20,5,49,155,34,14,2225899.95,858682.602,1565,477,HONOKAA SUGAR,1952,1983,Discontinued,State
203.1,Kamoku,20.04360641,-155.5588876,20,2,37,155,33,32,2220015.36,860025.849,2800,854,HAWN HOMELANDS,1976,1983,Discontinued,State
203.3,Puukapu FC Dam,20.03916168,-155.5999982,20,2,21,155,35,60,2219434.641,855730.773,2839,866,DOWALD,1982,1983,Discontinued,State
204.2,Puu Kapu,19.99833055,-155.5997205,19,59,54,155,35,59,2214910.712,855851.883,3107,947,HAWN HOMELANDS,1976,1983,Discontinued,State
204.3,Puukapu 204.3,19.983,-155.6,19,58,58.8,155,35,60,2213211.334,855857.109,3211,979,NCDC_Daily,1995,1997,Discontinued,NCDC_Daily
206.1,Kukuihaele 206.1,20.119,-155.562,20,7,8.4,155,33,43.2,2228363.344,859527.574,658,201,NCDC_Daily,1994,2006,Discontinued,NCDC_Daily
208,Waikoloa Stream,20.10249152,-155.5444431,20,6,9,155,32,40,2226572.009,861403.271,975,297,HONOKAA SUGAR,1965,1970,Discontinued,State
209,Anuenue,20.09193655,-155.5311101,20,5,31,155,31,52,2225431.36,862823.39,1470,448,HONOKAA SUGAR,1965,1970,Discontinued,State
211,Reservoir 13,20.08304812,-155.5138885,20,4,59,155,30,50,2224483.994,864646.973,1515,462,HONOKAA SUGAR,1917,1960,Discontinued,State
211.2,Fld 11 Honokaa,20.07304887,-155.5038889,20,4,23,155,30,14,2223397.813,865717.17,1840,561,SCS-ARS,1972,1975,Discontinued,State
212.1,Nienie Lee,20.0419399,-155.510555,20,2,31,155,30,38,2219935.73,865091.285,2745,837,HHL,1976,1983,Discontinued,State
213.1,New Stable,20.09026947,-155.5000003,20,5,25,155,30,0,2225314.743,866084.256,1125,343,HONOKAA SUGAR,1965,1970,Discontinued,State
215.2,Honokaa,20.08027035,-155.4972225,20,4,49,155,29,50,2224212.75,866398.374,1900,579,RICHART MISS N,1897,1901,Discontinued,State
215.3,Ahualoa,20.07138223,-155.4958336,20,4,17,155,29,45,2223230.822,866564.5,1835,559,HONOKAA SUGAR,1965,1970,Discontinued,State
215.5,Honokaa*,20.07,-155.46,20,4,12,155,27,36,2223156.897,870319.895,1270,387,Hydronet,1991,Present,Current,Hydronet
216.1,Paauhau-Grieg,20.06360366,-155.4472223,20,3,49,155,26,50,2222476.482,871672.99,1200,366,GRIEG TW,1890,1901,Discontinued,State
216.2,Paauhau Mauka,20.0686032,-155.4455557,20,4,7,155,26,44,2223034.273,871835.704,1150,351,PAAUHAU SUGAR,1905,1910,Discontinued,State
216.5,Field 003,20.07471374,-155.443056,20,4,29,155,26,35,2223717.056,872083.013,920,280,PAAUHAU SUGAR,1965,1970,Discontinued,State
216.7,Field 052,20.05249432,-155.4791666,20,3,9,155,28,45,2221174.395,868353.871,2200,671,PAAUHAU SUGAR,1969,1970,Discontinued,State
216.8,Kalopa 216.8,20.057,-155.432,20,3,25.2,155,25,55.2,2221778.65,873282.703,1319,402,NCDC_Daily,2005,2006,Discontinued,NCDC_Daily
217.2,Paauhau Mauka 217.2,20.067,-155.45,20,4,1.2,155,26,60,2222846.686,871374.103,1238,377,NCDC_Daily,1994,Present,Current,NCDC_Daily
218.2,Field 328,20.06026977,-155.3872241,20,3,37,155,23,14,2222241.949,877964.045,345,105,DAVIS HAMAKUA SUGAR,1948,1967,Discontinued,State
219,Kukuihaele,20.1,-155.5166667,20,6,0,155,31,0,2226356.495,864316.816,947,289,SCAN,2005,Present,Current,SCAN
220,Pma,20.06860319,-155.4438891,20,4,7,155,26,38,2223037.993,872010.222,1160,354,PAAUHAU SUGAR,1948,1958,Discontinued,State
220.1,Kalopa-P Sugar,20.05193765,-155.4038901,20,3,7,155,24,14,2221280.799,876238.604,900,274,PAAUHAU SUGAR,1905,1913,Discontinued,State
220.2,Pohakea,20.03693908,-155.4172228,20,2,13,155,25,2,2219588.514,874877.957,1600,488,BLACOW CR,1904,1907,Discontinued,State
220.5,Field 015,20.06749174,-155.4008348,20,4,3,155,24,3,2223011.541,876521.393,300,91,PAAUHAU SUGAR,1963,1970,Discontinued,State
221.1,Field 9,20.02916121,-155.3605581,20,1,45,155,21,38,2218854.81,880831.856,1000,305,HAMAKUA MILL,1955,1967,Discontinued,State
221.2,Field 30 (1455),20.03360574,-155.3938905,20,2,1,155,23,38,2219271.681,877329.747,1455,444,HAMAKUA MILL,1955,1967,Discontinued,State
221.4,Field 30 (2340),20.00749664,-155.3883351,20,0,27,155,23,18,2216390.585,877974.167,2340,713,HAMAKUA MILL,1962,1972,Discontinued,State
221.5,Hamakua,20.016386,-155.388056,20,0,59,155,23,17,2217376.423,877982.123,2060,628,UHAES,1975,1990,Discontinued,State
222.1,Coffee Plant,20.01360698,-155.3472253,20,0,49,155,20,50,2217161.357,882266.138,1600,488,KUKAIAU RANCH,1895,1905,Discontinued,State
222.2,Kainehe,20.02693918,-155.3577805,20,1,37,155,21,28,2218614.877,881128.176,1475,450,BLACOW CR,1894,1907,Discontinued,State
222.3,Korean Camp,20.00860738,-155.3438921,20,0,31,155,20,38,2216614.864,882627.442,1750,534,HAMAKUA MILL,1920,1938,Discontinued,State
222.4,Paauilo-Notley,20.04027122,-155.3625026,20,2,25,155,21,45,2220081.723,880601.355,250,76,NOTLEY C,1892,1902,Discontinued,State
222.5,Station 39,20.00027466,-155.3272258,20,0,1,155,19,38,2215729.565,884393.762,1900,579,HAMAKUA MILL,1920,1938,Discontinued,State
222.7,Field 116,20.03166021,-155.325559,20,1,54,155,19,32,2219212.042,884491.929,440,134,HAMAKUA MILL,1955,1967,Discontinued,State
249,Makena,20.64625562,-156.4424595,20,38,46.5,156,26,32.9,2285096.712,766490.312,10,3,ULUPALAKUA RANCH,1965,1975,Discontinued,State
250.2,Ulupalakua Ranch*,20.65,-156.4,20,38,60,156,24,0,2285581.714,770910.141,1908,582,Hydronet,1991,Present,Current,Hydronet
251,Kanaio,20.63125696,-156.3591294,20,37,52.5,156,21,32.9,2283574.56,775204.719,2840,866,ULUPALAKUA RANCH,1965,1967,Discontinued,State
256.1,Puu Kao,20.66680944,-156.2188587,20,40,0.5,156,13,7.9,2287756.627,789763.318,3800,1159,HALEAKALA RANCH,1953,1975,Discontinued,State
257.3,Red Tank,20.63348,-156.1455286,20,38,0.5,156,8,43.9,2284197.455,797473.121,515,157,KAUPO RANCH,1959,1975,Discontinued,State
258.1,Kipahulu,20.65514546,-156.0555337,20,39,18.5,156,3,19.9,2286765.03,806814.392,310,95,KIPAHULU SUGAR,1898,1906,Discontinued,State
258.2,Kaupo Mokulau,20.64347946,-156.1071974,20,38,36.5,156,6,25.9,2285375.85,801450.554,285,87,JS GARNETT,1897,1905,Discontinued,State
258.3,Kaupo 500,20.6451459,-156.1071975,20,38,42.5,156,6,25.9,2285560.449,801447.255,500,152,USDA FRUIT FLY LAB,1954,1959,Discontinued,State
258.4,Kukuiula Gulch,20.65097896,-156.0755325,20,39,3.5,156,4,31.9,2286265.771,804737.453,90,27,USGS,1964,1968,Discontinued,State
258.5,Palikea,20.66792039,-156.3905171,20,40,4.5,156,23,25.9,2287582.35,771866.825,1040,317,HANA RANCH,1977,1977,Discontinued,State
260.1,Kamaole Height,20.70847282,-156.4405152,20,42,30.5,156,26,25.9,2291990.589,766584.241,128,39,CW BRAM,1947,1955,Discontinued,State
264.1,Malie,20.67708628,-156.3905172,20,40,37.5,156,23,25.9,2288597.521,771850.481,2160,659,ULUPALAKUA RANCH,1964,1975,Discontinued,State
267.1,Kula Cabin,20.68847406,-156.3355195,20,41,18.5,156,20,7.9,2289952.05,777562.385,5240,1598,BD OF A&F,1955,1962,Discontinued,State
267.4,Kaonoulu,20.73291466,-156.333853,20,43,58.5,156,20,1.9,2294877.126,777655.02,3150,960,COOKE CM III,1960,1982,Discontinued,State
277,Horseshoe Pu'u,20.73630556,-156.1071389,20,44,10.7,156,6,25.7,2295658.804,801273.065,6344,1934,HaleNet,1992,1996,Discontinued,HaleNet
282,Hamoa,20.71180528,-156.0010931,20,42,42.5,156,0,3.9,2293145.94,812374.855,105,32,HAROLD ASHWORTH,1895,1949,Discontinued,State
296.2,Olowalu,20.81013222,-156.6221752,20,48,36.5,156,37,19.8,2302959.917,747489.151,15,5,A HANEBURG,1891,1899,Discontinued,State
307.1,Puuhele,20.80179921,-156.5071788,20,48,6.5,156,30,25.8,2302217.979,759478.051,90,27,WAILUKU SUGAR,1916,1922,Discontinued,State
310.3,Res 91-Fld 906,20.81902002,-156.501901,20,49,8.5,156,30,6.8,2304133.682,759998.118,162,49,HC&S,1971,1975,Discontinued,State
311.4,Kihei,20.7634685,-156.4516256,20,45,48.5,156,27,5.9,2298063.206,765330.472,22,7,HC&S,1960,1970,Discontinued,State
312,Puunene Airport,20.82846304,-156.4588468,20,49,42.5,156,27,31.8,2305249.636,764464.822,130,40,FAA,1947,1958,Discontinued,State
313.2,Field 710,20.81790806,-156.4305147,20,49,4.5,156,25,49.9,2304127.442,767433.551,86,26,HC&S,1964,1975,Discontinued,State
314.1,Field 412,20.79985392,-156.4080159,20,47,59.5,156,24,28.9,2302165.376,769808.594,630,192,HC&S,1966,1982,Discontinued,State
317.1,Field 408 Masi,20.81179728,-156.3871833,20,48,42.5,156,23,13.9,2303523.205,771956.817,780,238,HSPA,1963,1975,Discontinued,State
317.2,Field 413,20.8129083,-156.3891276,20,48,46.5,156,23,20.9,2303642.976,771752.344,777,237,HC&S,1962,1982,Discontinued,State
318.1,Field 150,20.77013394,-156.3621849,20,46,12.5,156,21,43.9,2298951.052,774635.635,1540,470,MAUI PINE,1933,1935,Discontinued,State
320,Gage 22,20.82012971,-156.3288523,20,49,12.5,156,19,43.9,2304545.707,778016.213,1850,564,LIBBY,1948,1961,Discontinued,State
320.1,Field 47,20.82679594,-156.3555177,20,49,36.5,156,21,19.9,2305238.236,775227.233,1100,335,LIBBY,1934,1937,Discontinued,State
320.2,Gage 27,20.81679659,-156.3188527,20,49,0.5,156,19,7.9,2304193.826,779063.699,2040,622,LIBBY,1949,1961,Discontinued,State
321.1,Field 60,20.81346371,-156.3588511,20,48,48.5,156,21,31.9,2303755.876,774904.333,1210,369,MAUI PINE,1933,1945,Discontinued,State
321.2,Field 58,20.80679748,-156.3371855,20,48,24.5,156,20,13.9,2303054.657,777172.817,1860,567,MAUI PINE,1933,1936,Discontinued,State
321.3,Omaopio,20.80513101,-156.3505182,20,48,18.5,156,21,1.9,2302847.198,775787.301,1550,473,HAWN PINE,1935,1935,Discontinued,State
321.4,Field 400,20.82068538,-156.3685728,20,49,14.5,156,22,6.9,2304539.171,773878.847,990,302,HC&S,1962,1982,Discontinued,State
322.1,Field 100,20.79179883,-156.3638513,20,47,30.5,156,21,49.9,2301347.781,774422.847,1280,390,MAUI PINE,1933,1939,Discontinued,State
323.1,Field W,20.79679822,-156.3255194,20,47,48.5,156,19,31.9,2301967.246,778406.179,2300,701,MAUI PINE,1933,1945,Discontinued,State
324,Erehwon Mauka,20.75346829,-156.3071874,20,45,12.5,156,18,25.9,2297199.714,780395.612,3750,1143,HALEAKALA RANCH,1948,1963,Discontinued,State
324.1,Kula,20.74346934,-156.3371862,20,44,36.5,156,20,13.9,2296040.436,777288.456,2700,823,FG CORREA,1901,1907,Discontinued,State
324.2,Kula,20.7534683,-156.308854,20,45,12.5,156,18,31.9,2297196.822,780221.977,3750,1143,USDA FRUIT FLY LAB,1949,1956,Discontinued,State
324.3,Kula,20.74013616,-156.317187,20,44,24.5,156,19,1.9,2295705.703,779378.316,3650,1113,USDA FRUIT FLY LAB,1949,1949,Discontinued,State
324.4,Kula Korte,20.75485708,-156.3091317,20,45,17.5,156,18,32.9,2297350.164,780190.482,3740,1140,K KORTE,1957,1973,Discontinued,State
324.6,Kula Agricultural Experiment,20.75788889,-156.3200278,20,45,28.4,156,19,12.1,2297667.101,779049.715,3165,965,HaleNet,1989,Present,Current,HaleNet
324.7,Kula Branch Stn*,20.76,-156.32,20,45,36,156,19,12,2297900.978,779048.731,3050,930,Hydronet,1991,Present,Current,Hydronet
326,Nolle Smith,20.76013442,-156.3105205,20,45,36.5,156,18,37.9,2297932.281,780036.06,3440,1049,MRS C NOLLESMITH,1948,1949,Discontinued,State
327.1,Kula Camp,20.80513088,-156.3238528,20,48,18.5,156,19,25.9,2302893.06,778564.443,2200,671,MAUI PINE,1927,1932,Discontinued,State
327.2,Tompkin-Kulakai,20.79568717,-156.3207974,20,47,44.5,156,19,14.9,2301852.349,778900.041,2360,720,TOMPKIN G W,1973,1980,Discontinued,State
328.2,Haleakala,20.75513454,-156.2771886,20,45,18.5,156,16,37.9,2297436.655,783517.963,5500,1677,USDA FRUIT FLY LAB,1952,1953,Discontinued,State
329.2,Olinda-Lindsay,20.80679707,-156.2791322,20,48,24.5,156,16,44.9,2303155.59,783218.979,3580,1091,JAMES LINDSAY,1976,1983,Discontinued,State
329.3,Olinda-Boyum,20.8134633,-156.2874651,20,48,48.5,156,17,14.9,2303879.337,782338.679,3282,1001,SEVATH BOYUM,1958,1983,Discontinued,State
330.2,Kula Lodge,20.77679969,-156.3071871,20,46,36.5,156,18,25.9,2299783.944,780352.55,3210,979,FL JAMES,1958,1959,Discontinued,State
331.2,Mountain Paddock,20.77846577,-156.2588557,20,46,42.5,156,15,31.9,2300053.243,785384.134,5500,1677,UNKNOWN,1931,1937,Discontinued,State
334,Olinda 2,20.80513035,-156.2571887,20,48,18.5,156,15,25.9,2303009.712,785507.56,4210,1284,MAUI COUNTY DWS,1948,1974,Discontinued,State
334.1,Olinda 3,20.82818424,-156.2719099,20,49,41.5,156,16,18.9,2305537.251,783931.069,2920,890,MAUI COUNTY DWS,1968,1973,Discontinued,State
335,Intake,20.79179798,-156.2338568,20,47,30.5,156,14,1.9,2301574.449,787962.999,5250,1601,HALEAKALA RANCH,1938,1955,Discontinued,State
335.1,Haleakala Ranch,20.79679758,-156.2388565,20,47,48.5,156,14,19.9,2302119.316,787432.731,4960,1512,HALEAKALA RANCH,1934,1940,Discontinued,State
336.1,Opana,20.81179642,-156.2421893,20,48,42.5,156,14,31.9,2303774.748,787057.163,4175,1273,EMI,1938,1942,Discontinued,State
338.1,Honomanu Gulch,20.75680091,-156.2255246,20,45,24.5,156,13,31.9,2297712.815,788897.547,7550,2302,EMI,1939,1943,Discontinued,State
338.2,Waikamoi,20.76846654,-156.230524,20,46,6.5,156,13,49.9,2298996.045,788354.51,6725,2050,BD OF A&F,1938,1964,Discontinued,State
338.3,Haleakala Ranch,20.71347155,-156.2505236,20,42,48.5,156,15,1.9,2292868.884,786374.57,9750,2973,USN,1935,1944,Discontinued,State
338.4,Satelite H'akala,20.70680551,-156.2555234,20,42,24.5,156,15,19.9,2292121.678,785866.027,10025,3056,SMITHSONIAN INST 1,1957,1975,Discontinued,State
338.5,Kole Kole,20.70680551,-156.2555234,20,42,24.5,156,15,19.9,2292121.678,785866.027,10020,3055,REBER GROTE      1,1952,1958,Discontinued,State
338.7,Haleakala,20.73513619,-156.2371909,20,44,6.5,156,14,13.9,2295292.256,787723.082,9200,2805,USDA FRUIT FLY LAB,1950,1951,Discontinued,State
339.4,Haleakala National Park Hq,20.75980556,-156.2481667,20,45,35.3,156,14,53.4,2298005.276,786532.853,6954,2120,HaleNet,1989,Present,Current,HaleNet
340,Waikamoi,20.78346532,-156.2271907,20,47,0.5,156,13,37.9,2300663.384,788673.231,5760,1756,HALEAKALA RANCH,1933,1954,Discontinued,State
341.1,Waikamoi Run1,20.77513264,-156.2305239,20,46,30.5,156,13,49.9,2299734.431,788341.853,6350,1936,BD OF A&F,1949,1957,Discontinued,State
341.2,Waikamoi Run2,20.76346699,-156.227191,20,45,48.5,156,13,37.9,2298448.218,788711.252,7080,2159,BD OF A&F,1949,1957,Discontinued,State
341.3,Waikamoi Run3,20.77346608,-156.2405233,20,46,24.5,156,14,25.9,2299531.99,787303.321,6520,1988,BD OF A&F,1951,1957,Discontinued,State
341.4,Waikamoi Run4,20.77846569,-156.2405232,20,46,42.5,156,14,25.9,2300085.78,787293.863,6290,1918,BD OF A&F,1951,1957,Discontinued,State
341.6,Puu Nianiau,20.77513261,-156.2405233,20,46,30.5,156,14,25.9,2299716.586,787300.165,6400,1951,UNKNOWN,1931,1937,Discontinued,State
341.7,Waikamoi,20.77358333,-156.2221944,20,46,24.9,156,13,19.9,2299577.729,789212.537,6347,1935,HaleNet,2001,2003,Discontinued,HaleNet
342,Puohakamoa,20.8034637,-156.2205239,20,48,12.5,156,13,13.9,2302890.518,789329.533,4300,1311,MAUI COUNTY WATER,1912,1975,Discontinued,State
343.1,Middle Branch,20.82512849,-156.2110795,20,49,30.5,156,12,39.9,2305307.297,790271.69,2900,884,USGS,1965,1969,Discontinued,State
344.2,Fld 413 Masi,20.82123992,-156.209413,20,49,16.5,156,12,33.9,2304879.569,790452.707,777,237,HSPA,1962,1963,Discontinued,State
345,East Honomanu,20.81179616,-156.1971916,20,48,42.5,156,11,49.9,2303855.585,791743.709,3200,976,EMI,1959,1960,Discontinued,State
346.1,Keanae Valley,20.81846196,-156.1805255,20,49,6.5,156,10,49.9,2304624.248,793466.609,1960,598,EMI,1938,1943,Discontinued,State
348,Wailua Iki 6,20.7934639,-156.1505278,20,47,36.5,156,9,1.9,2301910.107,796639.822,2630,802,EMI,1971,1997,Discontinued,State
348.1,Wailua Iki 7,20.79179739,-156.1505279,20,47,30.5,156,9,1.9,2301725.502,796643.074,2660,811,EMI,1949,1960,Discontinued,State
348.2,Wailua Iki 5,20.8051292,-156.1421946,20,48,18.5,156,8,31.9,2303217.678,797484.972,2000,610,EMI,1949,1983,Discontinued,State
348.3,Wailua Iki 8,20.81179506,-156.1388612,20,48,42.5,156,8,19.9,2303962.244,797819.071,1650,503,EMI,1960,1983,Discontinued,State
348.5,West Wailuaiki,20.81769444,-156.1410278,20,49,3.7,156,8,27.7,2304611.736,797581.809,1343,409,USGS,2002,Present,Current,USGS
350.1,Nahiku,20.81179439,-156.0938637,20,48,42.5,156,5,37.9,2304046.051,802505.912,740,226,NAHIKU RUBBER,1900,1916,Discontinued,State
350.2,Nahiku Mauka,20.79346351,-156.0971973,20,47,36.5,156,5,49.9,2302009.148,802195.257,1600,488,WF POGUE,1902,1907,Discontinued,State
350.3,Nahiku,20.8234593,-156.0905301,20,49,24.5,156,5,25.9,2305344.53,802829.797,120,37,RH WOERALL,1898,1901,Discontinued,State
352,Puu Paki 352,20.771,-156.046,20,46,15.6,156,2,45.6,2299617.478,807574.225,1932,589,NCDC_Daily,1971,Present,Current,NCDC_Daily
352.2,Mokulehua,20.79346279,-156.0555327,20,47,36.5,156,3,19.9,2302087.761,806535.593,660,201,BD OF A&F,1937,1951,Discontinued,State
353,Hana Airport*,20.79,-156.02,20,47,24,156,1,12,2301772.144,810244.333,62,19,Hydronet,1991,Present,Current,Hydronet
354.2,Hana Plantation,20.73846802,-155.9888716,20,44,18.5,155,59,19.9,2296123.413,813593.778,200,61,KS GJERDRUM,1894,1897,Discontinued,State
354.3,Hana Iuka,20.73846852,-156.0172028,20,44,18.5,156,1,1.9,2296068.73,810641.205,1800,549,KS GJERDRUM,1894,1897,Discontinued,State
361.1,Lahainaluna*,20.89,-156.66,20,53,24,156,39,36,2311746.85,743421.964,555,169,Hydronet,1991,Present,Current,Hydronet
386.2,Wailuku Alex,20.88345861,-156.5021781,20,53,0.5,156,30,7.8,2311269.802,759858.452,250,76,WP ALEXANDER,1879,1883,Discontinued,State
386.4,Happy Valley,20.89290221,-156.5057891,20,53,34.4,156,30,20.8,2312309.841,759466.363,300,91,WILLIAM COPE,1968,1969,Discontinued,State
386.5,Field 37,20.90290154,-156.5118999,20,54,10.4,156,30,42.8,2313407.397,758813.207,440,134,WAILUKU SUGAR,1968,1983,Discontinued,State
386.6,Wailuku AHOS*,20.88,-156.51,20,52,48,156,30,36,2310874.122,759050.26,482,147,Hydronet,1991,Present,Current,Hydronet
390.2,Wailuku-Everett,20.85512809,-156.5105114,20,51,18.5,156,30,37.8,2308118.744,759039.691,250,76,EVERETT TW,1887,1894,Discontinued,State
390.4,Waikapu Country Club*,20.83,-156.51,20,49,48,156,30,36,2305336.649,759135.988,479,146,Hydronet,1993,Present,Current,Hydronet
392,Wailuku,20.89179104,-156.4971783,20,53,30.4,156,29,49.8,2312200.724,760364.468,200,61,WAILUKU BOYS SCHOOL,1901,1969,Discontinued,State
396.1,Puunene Mill,20.86651534,-156.4524578,20,51,59.5,156,27,8.8,2309474.556,765063.341,80,24,HC&S,1964,1982,Discontinued,State
397.2,Field 710,20.8731814,-156.4382916,20,52,23.5,156,26,17.8,2310236.285,766526.256,89,27,HC&S,1964,1981,Discontinued,State
398.1,Kahului Nursery,20.89012444,-156.4455134,20,53,24.4,156,26,43.8,2312100.826,765744.667,20,6,BD OF A-F,1953,1964,Discontinued,State
400.1,Cent'l Pow Plt,20.8867914,-156.4471801,20,53,12.4,156,26,49.8,2311728.92,765577.062,20,6,HC&S,1931,1937,Discontinued,State
400.2,Field 607,20.89540151,-156.4088482,20,53,43.4,156,24,31.9,2312746.441,769551.475,85,26,HC&S,1960,1986,Discontinued,State
404.2,Upper Village 3,20.88345817,-156.4171812,20,53,0.4,156,25,1.9,2311409.671,768705.447,115,35,HC&S,1949,1960,Discontinued,State
406.2,Maui Pine,20.91151013,-156.3760714,20,54,41.4,156,22,33.9,2314586.023,772933.774,80,24,HC&S,1983,1989,Discontinued,State
412,Gage 24,20.83512865,-156.3666282,20,50,6.5,156,21,59.9,2306142.195,774055.187,850,259,LIBBY,1947,1957,Discontinued,State
413.1,Paia Bell House,20.89678988,-156.3688496,20,53,48.4,156,22,7.9,2312967.932,773712.095,280,85,HC&S,1955,1966,Discontinued,State
420,Gage 25,20.83290652,-156.3471846,20,49,58.5,156,20,49.9,2305929.315,776083.824,1210,369,LIBBY,1946,1963,Discontinued,State
421.2,Field 205,20.90345543,-156.3305175,20,54,12.4,156,19,49.9,2313772.095,777689.56,660,201,MAUI PINE,1941,1945,Discontinued,State
423.1,Field 227,20.87345873,-156.347184,20,52,24.5,156,20,49.9,2310420.881,776009.803,860,262,MAUI PINE,1950,1957,Discontinued,State
425.1,Grove Ranch,20.87179216,-156.3271848,20,52,18.5,156,19,37.9,2310270.789,778094.802,1220,372,MAUI AG,1925,1931,Discontinued,State
425.2,Kaluanui,20.8701256,-156.3205184,20,52,12.5,156,19,13.9,2310097.755,778791.869,1320,402,HARRY BALDWIN,1909,1916,Discontinued,State
425.4,Komoko,20.86845905,-156.3071857,20,52,6.5,156,18,25.9,2309936.362,780182.954,1470,448,ISLAND PINE,1926,1929,Discontinued,State
426.1,Gage 19,20.83346203,-156.345518,20,50,0.5,156,20,43.9,2305993.704,776256.349,1250,381,LIBBY,1931,1940,Discontinued,State
426.2,Field 46 (1625),20.83290648,-156.3338519,20,49,58.5,156,20,1.9,2305952.245,777472.136,1625,495,MAUI LAND&PINE,1933,1937,Discontinued,State
426.3,Gage 20,20.84679427,-156.3405179,20,50,48.5,156,20,25.9,2307478.981,776752.596,1325,404,LIBBY,1933,1937,Discontinued,State
426.4,Makawao,20.8329065,-156.3388516,20,49,58.5,156,20,19.9,2305943.634,776951.524,1580,482,LIBBY,1984,1984,Discontinued,State
426.5,Pukalani Terrace,20.83151773,-156.3424626,20,49,53.5,156,20,32.9,2305783.602,776578.056,1425,434,J TABONIAR,1966,1968,Discontinued,State
426.6,Pukalani*,20.84,-156.33,20,50,24,156,19,48,2306744.579,777860.197,1627,496,Hydronet,1992,Present,Current,Hydronet
430.1,Lilikoi,20.88290217,-156.3171851,20,52,58.4,156,19,1.9,2311518.707,779115.248,1225,373,ISLAND PINE,1923,1935,Discontinued,State
431,Gage 23,20.84957178,-156.3271852,20,50,58.5,156,19,37.9,2307809.627,778135.675,1490,454,LIBBY,1945,1963,Discontinued,State
431.1,Field 220,20.85679343,-156.335518,20,51,24.5,156,20,7.9,2308595.11,777254.834,1290,393,MAUI PINE,1950,1957,Discontinued,State
432.2,Makawao,20.86345948,-156.3138522,20,51,48.5,156,18,49.9,2309370.984,779498.188,1500,457,FL CLARK,1874,1877,Discontinued,State
432.3,Makawao,20.84679419,-156.3138524,20,50,48.5,156,18,49.9,2307525.098,779528.998,1800,549,WH ROGERS,1879,1886,Discontinued,State
433.2,Maluhia,20.84179456,-156.3088527,20,50,30.5,156,18,31.9,2306980.026,780058.832,1860,567,MRS A BALDWIN,1949,1959,Discontinued,State
434.2,Waiale,20.82846225,-156.3038531,20,49,42.5,156,18,13.9,2305512.016,780604.147,2270,692,UH EXP STATION,1941,1948,Discontinued,State
435,Opana Gulch,20.88345747,-156.2705201,20,53,0.4,156,16,13.9,2311662.06,783971.881,1330,405,EMI,1937,1961,Discontinued,State
435.2,Kaupakuloa Ft 10,20.85679304,-156.2705206,20,51,24.5,156,16,13.9,2308708.562,784021.992,2120,646,EMI,1950,1958,Discontinued,State
436.1,Halehaku Gulch,20.84623815,-156.2527439,20,50,46.5,156,15,9.9,2307570.952,785892.818,2650,808,USGS,1965,1971,Discontinued,State
441,Hoolawa,20.90845446,-156.2455208,20,54,30.4,156,14,43.9,2314475.343,786526.763,640,195,EMI,1961,1980,Discontinued,State
443.1,Hoolawa Gulch,20.85512617,-156.2438552,20,51,18.5,156,14,37.9,2308571.283,786801.485,2250,686,EMI,1937,1941,Discontinued,State
443.2,Waikamoi Pump,20.82679515,-156.22219,20,49,36.5,156,13,19.9,2305471.911,789111.438,3180,970,MAUI COUNTY WATER,1949,1973,Discontinued,State
444,Waipio,20.90012183,-156.2305216,20,54,0.4,156,13,49.9,2313579.228,788103.853,725,221,EMI,1938,1938,Discontinued,State
445,Kailua Mauka,20.87679049,-156.2171892,20,52,36.4,156,13,1.9,2311018.837,789536.406,1230,375,USGS,1937,1961,Discontinued,State
446.1,Kailua,20.89012219,-156.2138558,20,53,24.4,156,12,49.9,2312501.598,789857.815,720,220,HAWN PINE,1924,1928,Discontinued,State
450.1,Keanae Taro Pch,20.85845602,-156.1471927,20,51,30.4,156,8,49.9,2309115.67,796859.681,25,8,EMI,1939,1939,Discontinued,State
450.11,Piinaau,20.84651366,-156.1488597,20,50,47.4,156,8,55.9,2307789.69,796709.56,340,104,DLNR-FORESTRY,1968,1969,Discontinued,State
450.3,Puohakamoa Gulch,20.85012577,-156.1921908,20,51,0.5,156,11,31.9,2308110.445,792190.504,1610,491,EMI,1930,1933,Discontinued,State
450.4,Oopuola Gulch 1,20.86345804,-156.2038567,20,51,48.4,156,12,13.9,2309566.1,790950.102,1375,419,EMI,1930,1936,Discontinued,State
450.5,Alo Gulch,20.83679402,-156.2038573,20,50,12.5,156,12,13.9,2306612.528,791001.384,2200,671,EMI,1937,1943,Discontinued,State
450.6,Oopuola Gulch 2,20.85679216,-156.20719,20,51,24.5,156,12,25.9,2308821.689,790615.879,1800,549,EMI,1930,1936,Discontinued,State
